id,obj_count,trigger_count,portal_count,x_min,x_max,y_min,y_max,stars
33417007,15516,715,27,-29.0,26685.0,-180.0,2385.0,5
30304673,10643,575,16,-15.0,18340.0,-157.5,2325.0,4
878743,4566,149,2,435.0,27785.0,1.0,504.0,6
21900647,12275,4434,24,1.0,23325.0,-180.0,1515.0,1
88982532,38810,1786,1,-29.0,30900.0,-120.0,2370.0,2
67381,608,4,6,645.0,15255.0,2.0,555.0,2
9697146,9652,108,11,301.0,26865.0,1.0,765.0,2
39812824,18100,2719,41,-29.0,24675.0,-180.0,2175.0,6
63260507,58402,2582,47,-29.0,25665.0,-180.0,2205.0,8
59909372,39439,1819,16,-540.0,25455.0,-121.0,2145.0,5
66445435,110583,2866,124,-29.0,48090.9,-164.0,2295.0,7
2303955,9464,223,31,315.0,26955.0,1.0,1500.0,1
59687126,40246,5311,196,-29.0,27585.0,-172.0,2400.0,6
56053087,13234,326,11,-29.0,19489.5,3.0,2400.0,5
57871639,88360,1343,34,-29.0,24921.0,-172.17,2355.0,10
19186885,11504,2365,66,1.0,24255.0,-180.0,1800.0,9
68794164,37048,687,68,-29.0,22635.0,-180.0,1455.0,6
34168049,62460,4565,107,-29.0,30765.0,-180.0,2400.0,5
57551137,28853,508,20,-29.0,18377.3,-15.0,1905.0,2
39564265,35404,1059,77,-29.0,24315.0,-180.0,2205.0,9
62687418,30337,2693,17,-29.0,27015.0,-180.0,2295.0,5
79840720,43545,5280,216,-29.0,32953.5,-180.0,2372.21,10
49470094,54999,3919,107,-29.0,32385.0,-180.0,2400.0,10
35104379,72858,2510,140,-29.0,26085.0,-180.0,1964.88,9
2190147,11909,401,44,301.0,28900.0,1.0,1499.2,1
58964029,71940,3074,167,-29.0,22815.0,-165.0,2385.0,6
33767026,11166,401,28,-29.0,22372.5,-150.0,1095.0,7
7639984,12257,280,204,315.0,33255.0,1.0,705.0,1
55971875,71997,1650,133,-675.383,38638.0,-148.75,2400.0,7
38896404,67999,744,33,-29.0,27645.0,-165.0,1855.78,5
5698402,13115,54,16,390.0,22755.0,4.0,1215.0,3
2952064,9876,631,39,375.0,45795.0,15.0,1485.0,4
64968478,23230,1405,94,-29.0,25365.0,-165.0,1425.0,8
26662579,16246,188,7,1.0,19861.0,-165.0,1275.0,3
13623480,23073,629,7,1.0,19973.0,-41.9204,1335.0,3
70627398,32890,1424,15,-29.0,16515.0,-180.0,2088.09,2
4015623,9748,376,26,301.0,19725.0,1.0,949.397,6
36287859,32469,536,0,-29.0,22850.7,-180.0,2355.0,1
46032463,40418,1485,76,-29.0,36684.3,-180.0,2400.0,8
65544062,37175,2482,39,-27.0,24855.5,-135.0,2331.0,7
14962398,24677,1630,99,1.0,32025.0,-180.0,1155.0,6
33975208,15314,533,108,-29.0,19645.0,-165.0,1639.5,6
69142668,32708,265,10,-29.0,14951.5,45.0,1315.05,4
54746779,21023,1083,23,15.0,28090.0,-20.916,1605.0,8
87300907,184756,26082,92,-29.0,49275.0,-180.0,2400.0,1
31396152,39993,1181,90,-29.0,29939.4,-83.4568,1125.0,10
6511152,19275,850,25,16.0,19177.0,1.0,1275.0,8
48304195,64557,1113,25,-29.0,24795.0,-180.0,1785.0,8
57801626,39860,3776,124,-29.0,30465.2,-116.0,2330.16,9
47335685,21466,1170,26,-29.0,38655.0,-180.0,2349.0,6
57355108,26460,1405,111,-29.0,23729.0,-180.0,2381.0,6
31014872,28304,760,38,-29.0,21180.1,-135.0,1845.0,4
48075410,51350,3300,114,-29.0,24377.0,-172.345,2175.0,6
2816038,3139,32,4,525.0,25485.0,2.5,904.5,2
64800333,30222,853,53,-29.0,22423.5,-180.0,2266.5,4
74928408,81685,5141,18,-29.0,28230.0,15.0,2400.0,7
31031105,36084,808,49,-29.0,27002.1,-165.0,1889.81,5
52637454,54795,9704,187,-29.0,37126.5,-180.0,2385.0,10
39607173,70785,2253,95,-29.0,27804.9,-180.0,2400.0,9
65270192,11007,138,8,-29.0,14985.0,-180.0,1620.0,2
27577295,8247,259,42,1.0,16095.0,-115.5,765.0,4
27758512,10771,659,11,1.0,16840.0,-180.0,1035.0,4
58848889,196051,2294,116,-29.0,38661.0,-180.0,2400.0,10
15171074,8758,26,7,105.197,3601.0,-120.0,705.0,2
40638411,35147,1270,47,-29.0,22199.0,-180.0,2388.52,5
76859925,16595,383,19,-29.0,20230.0,-180.0,975.0,4
906783,3088,14,20,315.0,19605.0,1.0,555.0,1
59825518,73372,1498,43,-29.0,24405.0,45.0,2085.0,8
27493596,15625,4520,0,1.0,19995.0,-0.5,1575.0,1
61030693,38577,2383,130,-29.0,31185.0,-180.0,2400.0,8
708901,6856,108,14,345.0,24105.0,1.0,825.0,9
95762764,15404,1178,25,-29.0,22371.0,-180.0,2175.0,8
11849346,28476,1459,78,10.0,63225.0,-165.0,1546.0,9
49369521,14454,399,27,-29.0,16100.4,45.0,2175.0,5
88714732,10001,136,2,-29.0,9003.52,-45.0,705.0,2
66608,2246,42,51,315.0,18495.0,2.0,645.0,8
13651025,7653,760,33,1.0,21135.0,-87.4886,855.0,5
32827297,35069,2379,61,-29.0,33647.0,-180.0,2025.0,8
57586194,79983,3945,128,-29.0,38937.0,-180.0,2400.0,9
89246770,17786,713,31,-29.0,24712.5,-180.0,1635.0,8
51705784,79989,4779,131,-39.0,22933.2,-180.0,2400.0,10
35348100,29627,1745,95,-29.0,32565.0,-174.0,1545.0,7
11963469,29262,153,54,1.0,18615.0,-117.5,1785.0,3
68901612,38901,1004,14,-21.0,26565.0,15.0,2265.0,9
39373091,21941,396,63,-29.0,20690.4,-135.9,1785.0,5
873428,4130,38,61,331.0,26025.0,1.0,1382.0,1
27622433,11167,327,29,-29.0,19339.0,-105.0,585.0,5
63029330,32900,3101,25,-29.0,34226.2,-180.0,2400.0,6
32736905,30574,1506,240,-29.0,46757.0,-180.0,1515.0,7
60765811,47550,969,27,-29.0,25965.0,-180.0,1215.0,7
29551081,10491,337,35,-29.0,18827.0,-180.0,1305.0,5
38706212,39654,583,93,-29.0,28815.0,-180.0,2117.24,10
66046593,12407,910,74,-29.0,20972.0,-165.0,1305.0,3
58975933,31044,1035,30,-29.0,24765.0,-180.0,1695.0,6
4972172,11671,625,9,315.0,22425.0,2.0,1185.0,1
36177627,18328,1100,53,-29.0,19485.0,-180.0,1159.75,3
41621791,12763,2053,1,-29.0,35445.0,-165.0,2400.0,1
34288763,53248,2135,154,-5670.08,38055.0,-1275.0,2190.5,10
36509294,34564,968,71,-29.0,25456.9,-180.0,2114.5,10
66539358,20950,648,17,-29.0,17565.0,-165.0,1957.5,2
47787455,40581,650,23,-29.0,24210.0,-180.0,1560.5,7
65303110,74650,2806,72,-450.0,37281.0,-180.0,2265.0,6
67753151,47252,2065,23,-29.0,24223.9,-45.0,2385.0,6
56407828,31243,2811,136,-29.0,22731.5,-179.5,2400.0,6
470728,10000,368,28,301.0,26855.0,1.0,1125.0,1
95278650,65977,1742,97,-29.0,41955.0,-165.0,2303.5,5
35114282,34856,1120,6,-29.0,24179.2,-180.0,1395.0,3
60501542,55380,2665,343,-29.0,41565.0,-180.0,2308.5,8
59325766,25648,1837,22,-29.0,20895.0,15.0,2400.0,6
65181054,67341,2222,72,-29.0,22162.8,-180.0,2400.0,5
66135094,34672,1108,12,-29.0,20535.0,-180.0,1825.0,6
1447246,10017,292,50,301.0,31875.0,1.0,1485.0,9
44227133,29453,2339,57,-29.0,24255.0,-112.0,2235.0,6
34749502,10150,890,14,-29.0,18120.0,-113.071,844.188,2
2866526,13421,882,60,315.0,33885.0,1.0,1485.0,1
17031783,9966,551,10,-210.0,15694.6,-105.0,1785.0,3
57583265,68547,1512,140,-29.0,31797.7,-180.0,2235.0,10
706930,8060,112,45,375.0,29985.0,1.0,1206.0,1
65617648,40266,2225,37,-29.0,68865.0,-180.0,2400.0,1
59774900,45439,740,27,-29.0,49665.0,-153.5,1545.83,8
44454630,31525,2280,27,-29.0,28365.0,-165.0,1365.0,9
59954798,36328,537,3,-29.0,16275.0,-180.0,2400.0,5
74742245,26102,2281,84,-29.0,35565.0,-180.0,2385.0,8
50995063,28387,319,9,-29.0,21630.0,-105.0,1383.75,2
33405447,44398,1664,13,-29.0,25980.0,-180.0,2340.0,9
34222797,20319,1238,33,0.0,22875.0,-180.0,1005.0,5
55633164,22210,720,17,-29.0,18135.0,-175.123,1165.97,5
59528935,43225,1060,122,-218.719,23565.0,-135.0,2355.0,6
47526602,30055,599,45,-343.763,18405.0,-300.936,2232.9,6
47959278,53886,1370,100,-29.0,22575.0,-75.0,1845.0,6
56614466,32823,1262,53,-29.0,24101.2,-180.0,2115.0,6
364445,1776,20,15,435.0,25935.0,2.0,705.0,5
34557239,14466,434,56,-29.0,22065.0,-179.0,975.0,8
56252663,17470,1390,15,-29.0,16095.0,-165.0,1905.0,5
44797163,33102,1370,65,-29.0,26205.0,-165.0,1695.0,7
41284022,17107,991,35,-29.0,17145.0,-179.0,1824.5,5
33861234,15256,251,666,15.0,20235.0,-180.0,1935.0,5
5900646,8228,560,23,301.0,31515.0,1.0,1485.0,7
13502494,9887,526,22,1.0,20685.0,-165.722,885.0,8
2609353,11682,222,42,301.0,33195.0,-7.0,705.0,7
65842614,31943,2862,105,-29.0,32655.0,-165.0,2325.0,10
65641152,82270,2005,54,-29.0,29535.0,-180.0,2370.0,9
89413344,15994,1965,8,15.0,16558.5,-165.0,2161.0,2
28360664,16857,958,72,1.0,24989.6,-155.0,1050.0,6
77300574,104091,4534,92,-29.0,28801.0,-180.0,2295.0,8
58627103,49720,2150,54,-29.0,25035.0,-153.75,2265.0,10
11214476,14594,234,18,45.0,17805.1,-160.0,735.0,3
14307902,4362,105,13,1.0,14920.0,-15.0,555.0,2
35900924,19999,696,41,-29.0,16665.0,-129.0,1785.0,5
37289862,17834,460,19,-29.0,15735.0,-180.0,1785.0,5
2285959,12000,135,94,301.0,24015.0,1.0,1485.0,9
61895035,73679,1947,32,-29.0,25995.3,-180.0,2099.0,6
37956731,25168,1020,71,-29.0,25996.4,-175.0,2385.9,7
50684328,27954,1267,106,-29.0,22047.5,-180.0,2205.0,4
39853458,65072,2714,125,-29.0,28425.0,-177.563,2144.0,7
43221166,54657,1285,240,-29.0,30165.0,-180.0,2265.0,6
3515564,15002,4446,13,315.0,30835.0,2.0,1482.0,1
55809935,9905,149,4,-29.0,15135.0,-180.0,555.0,3
52755435,71233,1827,74,-29.0,25335.0,-165.0,2342.0,10
33442632,12762,1673,20,1.0,18373.0,-178.0,1785.0,3
54558807,14012,2013,65,-29.0,19752.0,-166.831,2385.0,4
33381128,24676,1255,34,-29.0,23195.0,-180.0,2145.0,5
63087691,95173,3887,202,-29.0,56516.2,-150.0,2333.0,10
43028846,71715,1014,63,-29.0,21087.0,-165.0,2325.0,7
40138985,20133,244,8,-29.0,18633.5,-170.0,1005.0,2
28235965,29818,2364,26,1.0,17249.3,-180.0,1800.0,5
155463,1743,14,5,315.0,26505.0,2.0,1665.0,2
36644784,44665,1379,91,-29.0,31305.0,-165.593,2230.0,10
36814557,71653,1772,146,-15.0,56475.5,-180.0,2235.0,9
34595967,31552,358,43,-29.0,18495.0,-165.0,2400.0,5
69979225,63937,1146,56,-29.0,24351.2,-180.0,2293.99,9
95292366,77990,4201,138,-29.0,40095.0,-172.0,2385.0,9
62019031,31398,1329,6,-29.0,15165.0,-105.0,2175.0,4
82756223,999,173,5,-29.0,16665.0,-164.0,1215.0,2
55400930,185696,2826,155,-29.0,54238.0,-180.0,2400.0,8
5226832,10239,713,13,135.0,19720.0,1.0,675.0,2
33523059,32472,1444,73,6.45117,21475.0,-170.018,1095.0,6
56411909,47697,3509,55,-29.0,60015.0,-348.898,2265.0,6
28225110,18541,950,142,1.0,17607.0,-65.0,1800.0,6
29665873,27768,692,60,-29.0,19012.5,-180.0,2400.0,3
57303056,39761,1749,45,-29.0,27555.0,-180.0,2145.0,9
94547076,134553,3467,87,-29.0,25155.0,-180.0,2235.0,10
39502342,14954,658,12,-29.0,19995.0,-121.644,1095.0,2
56097631,26367,3632,20,-29.0,24915.0,-172.525,2535.0,6
87603467,17821,676,10,-29.0,14976.5,-45.0,2392.5,2
44379436,37803,1988,69,-29.0,38115.0,-180.0,2400.0,10
36526211,12659,626,25,-29.0,22335.0,-180.0,1545.0,5
57233061,70071,1344,47,-29.0,31365.0,-180.0,2385.0,5
79561522,67110,1510,50,-285.0,31575.0,-180.0,2117.5,7
79480175,87501,4156,43,-15.0,30765.0,-165.0,2376.75,9
35512755,23106,383,49,-29.0,19665.0,-161.149,1407.5,6
65772902,38109,3264,39,-15.0,47265.0,-180.0,1875.0,8
64420603,45000,1115,31,-29.0,20535.0,-180.0,1515.0,2
86123170,16392,1507,14,-29.0,18197.0,-180.0,2145.0,1
35021991,35382,1250,23,-29.0,26445.0,-180.0,1117.0,9
35218933,21020,1040,128,-29.0,20865.0,-165.0,1635.0,5
6976033,18126,507,19,45.0,18851.3,3.0,1106.0,4
55109902,41741,837,5,-15.0,15931.0,-180.0,2250.0,3
58018287,45147,724,33,-29.0,21675.0,-165.0,2295.0,4
34707665,49184,883,24,-29.0,33765.0,-180.0,1605.0,4
494966,2173,43,56,285.0,25605.0,1.0,1200.0,1
84489308,55194,3206,99,-29.0,28813.5,-180.0,2370.0,10
91562260,15551,1192,174,-195.0,19494.0,-180.0,1695.0,5
40838628,39458,1354,24,-29.0,16730.9,-180.0,1245.0,5
40202946,21716,1459,59,-29.0,25035.0,-165.0,1245.0,5
9127264,10311,317,16,331.0,21843.2,1.0,735.0,4
56695728,75797,4589,157,-29.0,33075.0,-172.956,2386.0,10
60092902,32154,1474,111,-29.0,25704.0,-180.0,2388.98,8
93001310,51920,3473,82,-29.0,48945.0,-180.0,2400.0,10
20477876,12019,636,53,1.0,21285.0,-165.0,885.0,3
60579751,44691,6109,111,-29.0,23051.3,-180.0,2319.13,6
60357169,40796,1191,48,-29.0,26805.0,-180.0,2085.0,8
61443896,18293,1155,18,-29.0,23835.0,-45.0,2400.0,5
94256894,33119,4161,25,-29.0,35235.0,-135.0,2100.0,9
57922000,40989,1218,158,-75.0,26046.4,-184.556,2227.87,6
48897356,40140,335,8,-29.0,18435.0,-165.0,1695.0,4
34526077,39394,525,62,-29.0,37318.1,-152.193,1152.3,8
38269522,31819,467,96,-209.0,24315.0,-165.0,1898.1,9
36511367,15104,395,54,-29.0,19903.1,-180.0,1846.3,8
2879767,11297,520,7,315.0,35925.0,1.0,1385.0,3
67180546,33113,1881,8,-29.0,15285.0,-113.73,1485.0,2
43955697,33301,1756,85,-29.0,31724.4,-165.0,2330.92,7
90798357,40518,1598,56,-29.0,30285.0,-180.0,2331.0,9
57411692,28364,1672,184,-320.0,33015.0,-173.172,2400.0,8
50663150,90342,5548,174,-180.0,103679.0,-180.0,2400.0,10
58270823,317809,5926,319,-29.0,122745.0,-180.0,2385.0,10
801979,7462,547,151,301.0,29685.0,1.0,1245.0,1
55825525,25111,2594,7,-29.0,21416.5,-177.029,2355.0,2
51046058,36374,1364,39,-29.0,24615.0,-180.0,2248.0,6
43409294,79970,3436,46,-29.0,47023.0,-165.0,2400.0,7
88878102,54170,2185,31,-29.0,20776.0,-180.0,2368.2,5
32676971,79899,2652,1938,-29.0,43867.5,-165.0,2385.0,8
18072174,29995,3754,25,1.0,24884.5,-178.02,1785.0,3
11320930,12748,92,22,1.0,15168.3,-15.0,585.0,1
80679986,136630,5343,93,-255.0,31606.2,-180.0,2400.0,10
2867632,14630,1166,9,345.0,34005.0,1.0,1395.0,2
93358704,39989,1765,35,-29.0,25965.0,-180.0,2370.77,8
32005967,19653,1334,15,-29.0,20058.0,-165.0,2325.0,6
41287705,60517,1088,131,-30.0,24345.0,-180.0,1620.0,10
72126073,23248,2996,43,-29.0,30285.0,-165.0,2115.0,9
27996063,10603,143,41,1.0,23025.0,-105.0,615.0,5
47147285,41133,4218,37,-29.0,22018.0,-180.0,2400.0,8
50175300,50764,2096,181,-29.0,31895.6,-180.0,1709.75,9
12932830,14303,1589,48,15.0,27765.0,-165.0,1593.9,8
45152394,34821,2881,13,-29.0,19589.2,-176.986,2025.0,6
54959957,36884,2382,76,-29.0,33072.1,-180.0,2385.0,9
4259126,12420,1213,34,345.0,41655.0,1.0,1125.0,6
80645466,52237,1684,29,-29.0,18915.0,-179.689,2239.0,7
15572186,15251,92,15,21.0,17385.0,-165.0,885.0,3
15742990,27086,4718,18,1.0,28365.0,-90.0,1800.0,2
29817911,11695,585,28,-29.0,16485.0,-105.0,1365.0,5
1896774,12098,1155,42,15.0,26853.2,0.7,1275.0,1
58705732,53166,1467,92,45.0,25545.0,-180.0,2055.0,8
51139172,39999,1910,74,-29.0,33030.0,-165.0,1575.0,8
87819160,55224,2601,5,-29.0,21349.0,-180.0,2400.0,6
10402705,7989,442,21,15.0,19565.7,-45.0,645.0,6
37930986,6874,233,36,-15.0,16575.0,-180.0,1408.0,4
340602,5102,165,27,411.0,24763.0,1.0,1125.0,8
28710616,6025,114,33,-29.0,20385.0,-58.0542,1305.0,3
73142901,49680,935,51,-29.0,25485.0,-105.0,2385.0,8
44592558,18066,657,5,-135.0,18510.0,-165.0,2340.0,6
30151525,17403,438,56,-29.0,23355.0,-165.0,810.0,6
84386388,77628,3932,320,-300.0,34575.0,-152.0,2400.0,10
52206622,22133,3278,65,-29.0,20535.0,-179.0,2280.0,6
34318505,62961,5282,152,-29.0,45779.3,-180.0,2400.0,10
48759165,51448,563,78,-29.0,21437.0,-75.0,1760.0,9
41942873,49240,1742,35,-29.0,25470.0,-180.0,885.0,9
12488471,25642,299,15,15.0,17041.4,-109.092,975.0,3
86517581,107815,3444,76,-29.0,33510.0,-180.0,2400.0,8
43875571,39680,2635,34,-29.0,21664.4,-136.871,2295.0,5
34827709,25160,2719,33,-29.0,25701.3,-180.117,2355.0,6
20337908,8404,46,19,1.0,18087.4,-165.0,405.0,3
38484036,15997,1130,92,-29.0,16725.0,-166.515,1335.0,4
45344874,21398,1570,71,-29.0,21685.0,-170.0,2385.5,6
1966226,12043,225,49,315.0,30255.0,1.0,1275.0,1
3181935,14083,406,26,303.0,31851.5,1.0,1272.26,8
53653753,54464,2478,411,-29.0,19155.0,-180.0,2145.0,6
2937892,8408,999,27,301.0,31725.0,1.0,1097.0,3
58932971,132023,1582,63,-29.0,28425.0,-180.0,2265.0,10
27561255,15647,460,17,1.0,29322.4,-105.0,1800.0,5
96570950,22409,969,27,-29.0,27445.0,-165.0,1095.0,8
57650418,15881,484,40,-29.0,16939.0,-180.0,2400.0,1
89120245,40599,2322,49,-29.0,22777.4,-165.0,2204.83,7
54747724,39203,787,82,-29.0,34769.5,-157.898,1755.0,9
481182,8102,160,18,301.0,26743.0,1.0,915.0,1
51916778,36952,3245,46,-29.0,33255.0,-180.0,2085.0,6
37977638,43848,1465,115,-29.0,24345.0,-180.0,2385.29,8
66707477,28927,867,29,-29.0,21645.0,-150.0,1065.0,9
63760885,79963,15263,426,-29.0,50385.0,-180.0,2400.0,10
61511307,76244,991,34,-29.0,24525.0,-180.0,2355.0,5
62616573,54187,1419,68,-29.0,28305.0,-15.0,2400.0,5
35129636,27260,421,377,-29.0,19125.0,-180.0,2288.0,6
3573404,8415,1066,42,360.0,37995.0,3.0,1275.0,5
35243482,11426,459,10,-26.7446,21705.0,-180.0,1395.0,3
92894241,167296,8259,467,-29.0,51315.1,-180.0,2400.0,10
49094568,42832,2952,140,-29.0,25365.0,-180.0,1755.0,8
692596,4962,52,8,315.0,21525.0,1.0,855.0,8
39269485,24281,286,8,-29.0,18285.0,45.0,1305.0,5
42843431,41123,1223,68,-15.0,32625.0,-165.0,1755.0,8
62554311,62833,2369,66,-29.0,34585.0,-174.389,1995.0,7
21448270,16615,915,62,1.0,21085.0,-180.0,1687.5,6
58261214,44366,548,96,-29.0,25155.0,-135.0,2355.0,9
44758188,20573,1018,68,-29.0,22665.0,-50.44,2145.0,10
37915782,35295,1311,56,-29.0,27183.0,-180.0,2325.0,6
31537385,19287,1613,25,-29.0,25785.0,-180.0,1275.0,5
17420352,22051,440,18,1.0,17205.0,-82.8241,1694.13,3
12669731,16527,1274,33,1.0,18855.0,-135.5,1155.0,9
32567567,11872,422,25,-29.0,20925.0,-172.0,1575.0,4
96189372,114079,10795,284,-29.0,40672.5,-180.0,2370.0,10
29394058,16519,721,32,-29.0,20845.0,-166.0,705.0,6
60456846,18771,767,24,-29.0,19515.0,-180.0,2228.32,3
32705925,51195,3217,92,15.0,23121.0,-180.0,1516.45,6
30401139,13106,637,19,-29.0,23535.0,-151.265,1402.8,4
65707442,5174,310,3,-29.0,12840.0,-127.5,1035.0,2
60092456,44816,358,23,-29.0,24075.0,-165.0,2145.0,2
9466868,9536,162,11,1.0,19540.0,1.0,675.0,1
6709812,6556,0,5,315.0,30315.0,-26.0,296.0,2
27781773,59794,2350,102,1.0,46928.2,-180.0,1800.0,10
30944062,41959,511,40,-29.0,19447.0,-165.0,1905.0,10
3200534,7393,356,13,360.0,20715.0,1.0,825.0,6
530393,8000,1619,75,135.0,18945.0,-4.0,1035.0,1
39113837,19089,2562,62,-29.0,34815.0,-165.0,2295.0,3
76568953,20133,352,18,-29.0,18375.0,-135.0,675.0,4
36301959,30429,1034,15,-29.0,16836.9,-180.0,2340.0,6
45227429,25309,456,90,-29.0,21609.2,-105.0,2085.0,6
27961648,13079,1051,120,-405.0,18637.5,-15.0,1800.0,5
30282717,36948,852,108,1.0,24553.0,-180.0,2400.0,7
54891420,37759,3092,25,-29.0,18299.9,-165.0,2400.0,4
80018122,51251,8779,27,-431.946,28875.0,-180.0,2385.0,1
76615484,84342,4015,23,-29.0,22155.0,-180.0,2355.0,8
61714234,79073,2372,173,-285.0,28347.5,-10561.2,2400.0,8
36405416,17657,479,61,-29.0,19659.1,-180.0,922.926,6
36764284,24088,1743,6,-29.0,19545.0,45.0,2295.0,5
36797434,43143,852,90,-90.0376,28365.0,-180.0,1230.0,8
61322557,37788,1344,142,-29.0,23194.6,-180.0,2400.0,5
56257489,53591,3974,148,-29.0,50887.0,-180.0,2295.0,9
12632912,23720,184,43,1.0,17505.0,-36.1221,1785.0,3
84450710,46437,640,18,-29.0,25275.0,-75.0,2235.0,5
88500687,68076,5884,94,-285.0,36525.0,-83.2716,2355.0,8
50950866,31466,506,46,-29.0,22903.8,-180.0,1310.0,6
57106915,35450,3094,15,-209.0,25395.0,-165.0,2235.0,8
35089343,39408,1190,51,-225.0,21465.0,-165.0,2385.0,5
2208407,6393,104,60,315.0,20145.0,1.0,795.0,1
38547814,30739,536,157,-29.0,25477.0,-165.0,1777.0,5
71319483,142638,3711,52,-29.0,30795.0,-160.313,2325.0,10
26561853,12375,1091,10,1.0,20620.7,-180.0,885.0,2
52448053,29997,639,77,-29.0,20715.0,-180.0,1545.0,7
92971865,157843,7982,109,-44.9399,65778.0,-178.0,2400.0,10
75553743,39981,2236,56,-29.0,22515.0,-180.0,2385.0,8
75866007,37790,2392,51,-29.0,24363.5,-177.375,2370.0,7
56377345,34364,1382,116,-29.0,20925.0,-180.0,2377.5,5
68500139,63333,3475,117,-29.0,26595.0,-180.0,2150.25,9
76984394,27089,1295,34,-29.0,21230.4,-165.0,1455.0,6
81888927,68422,3388,95,-29.0,34612.5,-180.0,2385.0,10
450070,3345,168,7,525.0,24855.0,1.0,405.0,8
78956000,70033,1478,83,-29.0,21105.0,-180.0,1665.0,7
2900177,12438,1152,14,307.0,25755.0,10.0,1425.0,4
27448202,27685,1793,104,1.0,35982.0,-180.0,1305.0,6
70559923,50817,1462,86,-29.0,29295.0,-165.0,1035.0,9
60317281,56521,2003,103,-29.0,24150.0,-150.05,2186.26,8
33327690,23005,2667,0,-345.08,45105.0,-180.0,2385.0,1
35890421,45353,927,47,-29.0,26103.5,-180.0,2385.0,10
67534432,59312,1963,193,-59.0,21705.0,-165.0,2386.05,10
36869984,76049,2119,142,-29.0,46844.0,-171.696,2295.0,10
37835562,14587,379,6,-29.0,17013.8,30.0,1275.0,4
38870808,21840,3012,105,-29.0,30075.0,-166.48,2331.0,10
25849693,4678,286,19,1.0,17805.0,-162.851,1125.0,2
31596490,17991,665,31,-29.0,21914.8,-135.08,1830.06,6
31235562,14696,935,22,-29.0,21345.0,-135.0,1845.0,7
51145084,44954,466,39,-29.0,18057.8,-180.0,2385.0,6
38786978,62764,1211,66,-29.0,35415.0,-180.0,1271.45,10
24278923,7670,533,28,15.0,17295.0,-180.0,1035.0,4
88143885,113902,5951,51,-29.0,34935.0,-180.0,2400.0,6
24309880,15044,287,11,1.0,25383.0,-142.875,1755.0,1
49923473,32310,1150,60,-29.0,24571.0,-180.0,1635.0,9
46601488,22275,1444,115,-29.0,25275.0,-180.0,2175.0,5
56222185,28502,1896,16,-29.0,24945.0,-172.5,1935.0,4
32737350,40000,1086,79,-29.0,22725.0,-180.0,2385.0,8
26392511,14086,570,28,1.0,22365.0,-180.0,1275.0,3
51353082,56833,887,35,-29.0,32253.0,-180.0,2265.0,7
8807968,8805,1681,36,-29.0,20295.0,1.0,1500.0,1
44686830,79258,4528,57,-29.0,52875.0,-180.0,2400.0,10
89886591,42014,7930,71,-29.0,43040.8,-180.0,2400.0,10
93878047,167008,6125,0,-29.0,41085.0,-180.0,2385.0,5
37207644,40139,854,55,-29.0,22935.0,-165.0,2385.0,8
42884355,61224,687,70,-29.0,22935.0,-171.0,2136.0,10
42202666,76314,2548,92,-29.0,36345.5,-179.5,2399.0,7
52604345,16203,1583,13,-29.0,22455.0,-165.0,2145.0,2
33783389,12840,2890,150,-29.0,24250.9,-179.022,945.0,3
69222995,14331,705,902,-29.0,22905.0,-180.0,2400.0,7
27678958,6415,171,12,1.0,16842.3,-15.0,675.0,4
12148466,16184,718,207,1.0,28665.0,1.0,975.0,1
53763871,21463,2167,20,-29.0,19425.0,-180.0,2355.0,5
76517506,47281,2480,120,-29.0,23595.0,-188.5,2175.0,6
31462205,19739,566,25,-29.0,22337.5,-180.0,1335.0,5
9977762,12045,643,28,525.0,21915.0,1.0,671.0,2
38427291,26166,714,69,-29.0,22875.0,-180.0,1675.0,10
19007837,6713,144,18,-15.0,26895.0,-105.0,915.0,3
6529544,20965,780,4,301.0,21465.0,-23.0,795.0,3
5972699,11952,687,17,315.0,20107.5,1.0,675.0,3
91791295,28429,3975,63,-29.0,23386.3,-180.0,2235.0,4
57410100,32789,746,67,-29.0,30271.0,-180.0,1395.0,7
49931694,63190,4331,135,15.0,47685.0,-165.0,2400.0,7
3557305,14131,1625,14,1.0,24155.8,-58.0,1046.0,3
48464721,37258,585,40,-29.0,23505.0,-123.0,2085.0,5
74536416,353772,5483,279,-29.0,51225.0,-180.0,2374.48,10
47768149,49088,2428,36,-29.0,21449.5,-180.0,2355.0,5
35507499,20127,733,29,-29.0,22528.5,-149.1,1215.0,7
35012863,26554,1371,91,-15.0,24165.0,-165.0,2355.0,10
89961614,30570,2087,36,-29.0,22515.0,-165.0,2235.0,7
18628381,9286,152,9,1.0,15174.6,-165.0,1641.0,2
15169103,6082,84,21,15.0,20009.5,-180.0,855.0,3
40895040,24275,867,57,-29.0,24175.8,-180.0,1935.0,6
90906490,20368,487,10,-29.0,18098.5,-174.561,2385.0,2
62953227,30319,2210,16,-29.0,19935.0,-135.0,1875.0,5
77292103,246582,22399,141,-29.0,65554.0,-180.0,2400.0,10
55907250,52575,1251,109,-1.0,24420.0,-146.75,2400.0,7
26618473,9782,896,11,1.0,18735.0,-180.0,1485.0,2
80510028,12724,1874,8,-29.0,17055.0,-175.0,2175.0,2
65542174,75278,2380,10,-29.0,26010.0,-165.0,2353.5,4
15029162,11171,628,10,15.0,24301.0,-41.9505,1335.0,2
37745574,38575,1190,53,-29.0,26152.5,-180.0,2310.0,5
