id,obj_count,trigger_count,portal_count,x_min,x_max,y_min,y_max,stars
59759716,73795,2271,37,-29.0,23040.0,-8.17993,2393.03,5
60635337,48853,2630,116,-29.0,30121.9,-180.0,2370.0,8
74747627,27252,690,65,-32.0391,46605.0,-180.0,2400.0,10
460568,7099,1863,14,315.0,27105.0,1.0,1095.0,1
30167322,12872,727,51,-29.0,21765.0,-111.0,1594.5,7
10289551,12095,211,18,45.0,19335.5,-15.0,1775.0,3
46803003,48547,1312,37,-29.0,21405.0,-180.0,2081.0,8
30170393,19009,191,7,-29.0,15375.0,-165.0,1335.0,3
79910473,218384,16954,258,-29.0,101625.0,-167.16,2385.0,10
36652594,31064,7197,69,-29.0,22785.0,-180.0,1845.0,2
90984714,38063,1444,39,-29.0,22605.0,-165.0,2295.0,6
55809802,42156,3449,19,-29.0,29967.5,-173.751,2400.0,6
43724724,23840,570,136,-29.0,27405.0,-176.671,1684.16,6
40501984,19888,814,48,-29.0,19405.0,-166.0,2145.0,6
71336553,16443,290,102,-29.0,12179.2,-81.225,1858.39,7
7121797,20512,516,29,16.0,21726.4,-8.15898,645.0,6
50341465,33311,1348,55,-29.0,17655.0,-166.0,2400.0,2
49899508,39550,2184,26,-29.0,19879.6,-157.5,2295.0,2
70667617,60000,4517,50,-29.0,42915.0,-165.0,2205.0,10
91149784,54060,5170,82,-29.0,23625.0,-180.0,2385.0,7
88519988,170493,7832,132,-29.0,45497.0,-179.0,2385.0,10
14463334,23211,905,1,15.0,14835.0,-180.0,1725.0,1
55041097,34442,376,17,-29.0,18615.0,-165.0,2400.0,4
32888898,21468,2272,23,-29.0,26895.0,-164.957,2205.0,6
16152789,22930,2431,37,1.0,24135.0,-180.0,1515.0,3
80867421,35105,1488,16,-29.0,16455.0,-75.0,2145.0,2
38476425,22942,430,20,-29.0,20549.0,-180.0,1815.0,3
11699922,29905,1328,17,15.0,17085.5,-148.346,1695.0,4
35243805,23808,1114,38,-29.0,18345.0,-180.0,1065.0,3
124377,5362,40,47,315.0,29805.0,-3.0,1185.0,1
89171482,50135,4398,50,-29.0,21856.8,-180.0,2024.24,9
50978,578,0,3,465.0,12645.0,2.0,937.0,2
54922618,26938,1164,48,-29.0,19115.5,-149.0,1845.0,7
32265173,15053,1381,27,-29.0,21795.0,-61.0,2385.0,5
843872,7187,129,11,465.0,25125.0,1.0,782.5,1
41411342,30283,1670,26,-29.0,21345.0,-180.0,2046.74,8
9553037,10681,88,122,315.0,19815.0,1.0,645.0,1
92555035,17736,2067,42,-29.0,23715.0,-180.0,1575.0,3
85582923,59124,3878,148,-29.0,34695.0,-165.0,2385.0,8
61526405,72146,3115,79,-29.0,19500.0,-157.5,2377.5,5
90625993,24465,1787,39,-29.0,23475.0,-180.0,1335.0,6
57874594,66383,1073,105,-29.0,23235.0,3.0,2205.5,8
55597163,67118,2561,96,-29.0,29625.0,-180.0,2370.5,10
13321643,9734,113,40,1.0,27899.3,1.0,765.0,9
11499909,22144,491,5,75.0,26145.0,1.0,885.0,4
66949814,33847,1271,30,-201.487,28605.0,-165.0,2363.0,7
29089716,13649,607,63,-29.0,33713.6,-165.0,2325.0,5
85496482,90847,4006,125,-29.0,24555.0,-172.5,2258.39,9
52414003,14228,670,28,-29.0,27697.0,-177.5,1155.0,9
89876243,179999,2407,262,-29.0,58395.0,-180.0,2295.0,10
3425622,12128,699,7,315.0,19605.0,-12.0,615.0,3
43276194,34482,2266,69,-29.0,31035.0,-180.0,2400.0,10
88940164,50542,2090,73,-29.0,25698.4,-180.0,2295.0,10
28023372,9856,668,18,1.0,20325.0,-180.0,1218.75,4
67825729,63817,2650,76,-29.0,39257.0,-176.5,2385.0,8
6392228,11255,142,19,315.0,20745.0,-165.0,873.0,2
26961602,24952,1699,3,1.0,52305.0,-15.0,1670.7,1
57134023,29770,2050,81,-29.0,24555.0,-180.0,2265.0,9
76972932,73476,1653,53,-29.0,22725.0,-180.0,2325.0,6
51766776,27327,400,7,-29.0,17301.7,-165.0,1397.0,6
69274427,28299,3838,66,-29.0,26842.5,-180.0,2400.0,10
67710299,128742,4751,129,-29.0,75645.0,-180.0,2380.41,9
6335906,5108,120,20,314.75,21709.5,1.0,735.0,4
361841,3274,30,40,315.0,18725.0,2.0,1185.0,1
89852786,22100,3615,42,-29.0,24951.7,-180.0,2325.0,8
9227843,6592,49,21,48.5,21725.0,1.0,1485.0,2
34918883,41538,2532,51,-29.0,28215.0,-180.0,2400.0,10
58735216,228661,2845,163,-29.0,37875.6,-180.0,2400.0,10
24568562,22128,255,41,1.0,25965.0,-165.0,1617.0,3
52446378,45230,2376,56,-29.0,20295.0,-180.0,2235.0,5
3447272,14570,41,2,465.0,23085.0,1.0,765.0,5
56898043,77028,1312,48,-29.0,26355.0,-170.75,1395.0,8
8880457,5207,144,46,345.0,21331.2,1.0,1033.95,1
32781965,21722,528,101,-29.0,19395.0,-165.5,1617.0,5
35382748,17575,550,91,-29.0,26715.0,-165.0,1595.0,10
83494143,73538,772,22,0.0,21675.0,-510.0,2120.75,8
40249367,70367,6493,62,-29.0,37275.0,-180.0,2370.0,9
35494138,14705,7593,9,-29.0,23115.8,-180.0,1485.0,2
43728547,20236,1587,46,-29.0,20655.0,-180.0,1335.0,6
7894312,22128,934,19,45.0,18391.0,-12.1399,1393.43,2
38176028,88176,1079,56,-225.447,25305.0,-180.0,2307.56,8
14719029,12813,332,9,1.0,20409.0,-180.0,1635.0,2
57312412,76804,2095,31,-29.0,31035.0,-165.0,2393.0,10
1498893,7416,25,79,562.5,20805.0,4.0,705.0,6
69995845,41428,2105,36,-29.0,30069.0,-176.5,2355.0,8
70493980,14587,782,98,-29.0,26590.0,-15.0,1740.25,8
27399722,15806,496,70,1.0,20369.5,-105.0,1293.0,6
31493844,5172,1939,3,-29.0,30720.1,-165.0,2061.0,3
47181310,30619,525,143,-1845.0,16815.0,-105.0,1567.0,3
26417571,14512,3917,4,1.0,54625.5,-15.0,1485.0,1
57850304,26541,790,29,-29.0,19215.0,-179.5,1530.0,5
41736289,27009,1675,93,-29.0,27885.0,-180.0,2385.0,8
66405518,48080,1812,57,-29.0,19935.0,-89.795,2400.0,5
48970244,33215,874,99,15.0,32865.0,-180.0,1619.0,7
51449622,10265,6196,0,-29.0,26985.0,-19.85,2400.0,1
93875932,40653,3823,87,-708.75,32175.0,-180.0,2115.0,9
35818240,26950,1188,99,-29.0,28450.0,-180.0,1755.0,5
84233422,101349,1385,69,-29.0,31890.0,-175.062,1957.25,8
65226411,22986,1038,16,-29.0,21375.0,-180.0,1465.0,2
76588564,8934,520,8,-29.0,13465.0,-15.0,1169.0,2
31694792,12328,370,56,-15.0,23955.0,-165.0,1605.0,6
41232393,14342,8524,0,-29.0,124305.0,-120.0,2910.0,1
33894915,33615,474,38,-29.0,26775.0,-165.0,1665.0,6
35842238,56584,1697,63,-29.0,35519.3,-180.0,2115.0,10
69912469,27352,3353,99,-29.0,16425.0,-151.182,2400.0,6
58471832,30452,627,61,-29.0,24938.4,-180.0,1155.5,9
66279612,43190,2444,314,-29.0,30267.0,-180.0,1203.61,9
34183862,23994,1448,72,-15.0,28681.0,-165.0,1551.29,8
66138205,34968,922,47,-29.0,24105.0,-180.0,2055.0,4
47431578,24301,653,57,-29.0,23145.0,-153.75,2175.0,5
37047317,32451,1454,50,15.0,28167.6,-165.0,2085.0,5
37142159,34191,775,23,-29.0,16095.0,-180.0,2128.5,3
51923169,34325,1927,93,-29.0,24435.0,-180.0,1395.0,6
13766381,14029,1190,20,1.0,15525.0,-180.0,1800.0,4
24788673,12407,651,82,1.0,17475.0,-165.0,975.0,3
28053320,18759,710,71,1.0,21615.0,-165.0,1650.7,7
52257635,57237,2190,52,-29.0,27735.0,-180.0,2400.0,6
27097989,9932,543,14,15.0,16305.0,-107.0,750.0,3
66802514,31430,450,6,-29.0,15390.0,-180.0,2400.0,2
4337980,15006,306,13,315.0,27861.0,1.0,1185.0,1
66944745,18769,1897,12,-29.0,18030.0,-180.0,1755.0,2
29118648,16769,946,120,-15.0,35968.0,-180.0,1035.0,7
51245238,66996,2138,199,-29.0,33951.6,-45.0,2400.0,9
48808992,40134,1857,48,-29.0,29475.0,-165.0,2280.0,10
23226375,10110,262,29,1.0,22639.0,-21.0,795.0,4
59708310,29987,3118,18,-29.0,23025.0,-180.0,2265.0,2
75214901,74220,1772,47,-290.177,19839.4,-150.0,1676.61,7
7588415,17730,54,7,345.0,34055.0,1.0,475.0,1
95357589,39765,1950,49,-491.25,24195.0,-107.5,2340.0,7
59949798,39993,2971,38,-29.0,23385.0,-180.0,2325.0,6
77508963,36056,1351,66,-29.0,30766.3,-180.0,2250.0,8
59746010,74548,2428,96,-63.0,32985.0,-180.0,2400.0,10
54516897,63790,3555,114,-29.0,31919.2,-180.0,2386.5,10
3012870,11477,308,13,15.0,27495.0,0.75,495.0,6
61860688,71753,2528,29,-29.0,23835.0,-75.0,2229.23,9
52297712,36580,1124,75,-29.0,30780.5,-133.977,1845.0,7
32667717,18158,588,132,-29.0,24208.8,-119.035,1188.5,9
68885978,71662,804,33,-15.0,19545.0,15.0,2400.0,5
30533157,53954,1770,94,-29.0,36825.0,-180.0,1457.37,10
277423,2191,51,14,315.0,26085.0,2.0,322.0,1
91054490,38425,2198,189,-81.75,31505.0,-180.0,2325.0,10
64952303,39726,2291,0,-235.498,22575.0,-169.0,2205.0,1
79152372,31140,644,50,-29.0,21675.0,-90.0,2295.0,7
37849820,20583,682,160,-29.0,25042.0,-105.0,2385.0,10
80123214,55726,3241,46,-29.0,32025.0,-172.5,2175.0,10
65328500,18855,983,10,-29.0,15015.0,-180.0,1755.0,3
72821714,16020,1649,3,-29.0,18075.0,-123.855,2370.0,5
47737567,55476,733,46,-29.0,21915.0,-165.0,2204.41,8
31420440,16525,1524,41,-29.0,18015.0,-145.0,1065.0,7
47109037,65272,1128,55,-29.0,37995.0,-127.5,2400.0,10
19941883,30000,298,0,15.0,14745.0,-135.0,1035.0,1
62305972,203006,3835,116,-29.0,100035.0,-180.0,2385.0,10
50916119,13713,889,1,-29.0,25815.0,15.0,2040.0,2
154720,1717,14,2,435.0,25065.0,2.0,435.0,1
91541327,34651,1858,20,-133.75,23475.0,-180.0,1698.57,9
2446682,9991,154,8,345.0,25935.0,4.0,645.0,3
1649640,4400,35,13,87.0,27719.0,-11.0,593.0,4
65266309,34295,2250,32,-29.0,42855.0,-165.0,2394.0,10
10110092,15127,864,34,165.0,26775.0,-9.0,1185.0,4
8627394,25685,702,34,256.0,24543.5,1.0,1500.0,8
62722326,45059,2283,35,-29.0,26175.0,-180.0,2400.0,5
30219145,71343,2078,642,-29.0,43790.1,-170.99,2309.99,10
618135,1476,56,45,315.0,18165.0,1.0,825.0,1
12175640,73194,1036,3745,-29.0,65639.0,-165.0,2379.45,3
39434281,36201,555,134,-29.0,27135.0,-180.0,1646.75,7
64718563,50955,1370,92,-29.0,19545.0,-180.0,2242.5,9
29270946,14656,555,72,-29.0,23265.0,-172.5,1035.0,7
13775583,9587,168,13,15.0,15975.0,-180.0,639.0,3
18152461,13401,1479,66,1.0,17085.0,-142.5,1575.0,2
72931298,76049,4390,96,-29.0,25425.0,-180.0,2025.0,8
70707786,50339,2765,66,-29.0,24675.0,-167.813,2385.0,6
52826168,77571,2084,74,-29.0,32655.0,-169.71,2400.0,10
8489810,3766,426,9,294.5,9645.0,1.0,645.0,3
10970301,15160,107,37,-102.5,18551.0,1.0,1035.0,2
33840910,57240,2913,38,-29.0,16132.5,-180.0,2394.5,6
28648621,9610,1124,33,-195.0,20025.0,-172.0,945.0,6
68047133,34616,5938,1,-29.0,18375.0,-180.0,2320.92,1
29721100,25065,1063,78,15.0,23085.0,-165.0,2400.0,7
42397063,25512,510,90,-29.0,20517.0,-145.0,2307.0,7
51785505,32213,2530,79,-29.0,23745.0,-165.0,2385.0,9
7450254,16890,321,16,15.0,22765.0,1.0,1395.0,8
59760047,64799,3020,55,-29.0,29325.0,-180.0,2359.0,2
43193892,32457,1644,134,-240.278,32359.0,-180.0,2375.0,9
86850259,15058,2935,0,-29.0,57645.0,-180.0,2385.0,4
47798943,26121,550,11,-29.0,18065.0,-179.0,1545.0,3
45803164,71723,1055,84,-29.0,29178.0,-180.0,2400.0,8
12993248,21792,235,20,-15.0,23415.0,-80.0,1755.0,2
5569003,6256,300,37,301.0,18795.0,1.0,700.428,5
877915,1900,14,2,615.0,41265.0,2.0,424.5,7
94922475,78068,10153,50,-29.0,78945.0,-180.0,2395.13,10
28044627,11398,494,33,1.0,23913.8,-165.0,1035.0,6
61063947,21189,1382,42,-29.0,21045.0,-165.0,1470.0,8
78240886,39972,2634,46,-29.0,30097.5,-180.0,2355.0,7
12640275,16278,446,6,3.0,16120.0,-107.034,645.0,2
54678021,33122,359,50,-29.0,21435.0,-75.0,1575.0,4
18533148,12549,806,39,1.0,21255.0,-180.0,1743.75,6
7156598,19961,234,7,320.0,18795.0,-23.0,606.675,2
34300290,28266,4210,51,-29.0,25458.8,-165.0,2385.0,6
54681694,100552,1477,53,-420.006,28942.5,-161.5,2385.0,10
34930075,22078,1202,26,-450.0,24342.7,-300.0,2187.74,8
13935221,3805,77,5,1.0,18405.0,-130.0,795.0,2
65625598,56404,706,23,-269.0,25342.5,-378.88,1563.54,2
41521672,62617,3564,52,-29.0,24765.0,-180.0,2400.0,5
50188461,49511,2564,71,-29.0,28575.0,-165.0,2385.0,10
74418485,30652,1624,41,-29.0,25620.0,-165.0,795.0,6
29772124,15535,325,94,-29.0,19665.0,-105.5,825.0,6
10969316,13952,420,19,0.75,22009.5,-75.0,645.0,3
57246825,104742,1777,88,-29.0,41715.0,-180.0,2325.0,8
134132,5966,137,49,345.0,29475.0,3.0,615.0,1
73983654,81850,995,35,-29.0,25815.0,-180.0,2325.0,7
43765346,43675,949,41,-29.0,34605.0,-180.0,1335.0,7
26293860,9178,7523,2,1.0,18735.0,-31.0,1395.0,3
27459869,28581,1172,62,15.0,28480.0,-165.0,1635.0,7
96732638,109273,3335,29,-29.0,35134.7,-180.0,2385.0,10
32221766,19652,394,23,-29.0,16535.0,-135.0,2385.0,7
27131405,11107,185,10,1.0,18451.0,-135.0,1515.0,2
33174526,17015,1344,16,-29.0,17629.0,-180.0,1935.0,6
8612,2509,48,4,285.0,25681.0,-3.0,645.0,7
57619110,40389,2692,41,-29.0,21225.0,-180.0,2400.0,5
50680960,28429,1683,34,-29.0,23925.0,-165.0,1995.0,8
68363590,93692,4304,1,-15.0,34185.0,-180.0,2400.0,8
61148925,132404,2268,64,-29.0,28995.0,-180.0,2400.0,8
55851576,41800,1141,31,-29.0,24125.2,-161.0,1343.13,6
89010964,30361,1559,40,-29.0,20595.0,-165.0,1140.0,3
80270709,100459,6422,76,-15.0,39885.0,-135.0,2204.96,8
56483712,21795,1740,60,-29.0,26265.0,-135.0,2385.0,8
61493838,61047,957,56,-29.0,20724.5,-180.0,1875.0,7
18974467,25391,1247,43,1.0,28125.0,-170.0,1065.0,8
67481344,97511,2124,18,-29.0,22228.2,-180.0,2400.0,5
36631191,78281,958,76,-29.0,30645.0,-179.962,2385.0,10
36761322,36328,3693,43,-29.0,24015.0,-180.0,2355.0,5
2406624,6422,305,23,314.2,28665.0,6.0,735.0,3
35745468,63170,2321,137,-29.0,45101.0,-153.0,1514.5,10
61260879,40359,1863,42,-15.0,27222.0,-179.777,1395.0,5
29403204,12561,832,36,-29.0,21608.9,-135.0,1185.0,6
58600086,176188,5456,374,-29.0,64601.0,-142.212,2400.0,10
92362284,158589,6278,268,-29.0,53595.0,-180.0,2400.0,10
61505156,105188,4269,39,-15.0,31575.0,-179.5,2389.5,8
33594551,19697,668,52,-29.0,26361.8,-180.0,2400.0,9
60999140,86230,10068,75,-29.0,24737.0,-180.0,2355.0,8
27658360,8368,314,27,1.0,18045.0,-180.0,1197.97,4
95314059,73700,4640,60,-29.0,31305.0,-86.4441,2400.0,10
78968273,82210,967,50,-29.0,27900.0,-137.294,2400.0,8
37288252,35186,1062,38,-29.0,25275.0,-180.0,1935.0,6
82480862,35904,1038,58,-29.0,27825.0,-105.0,2370.0,7
35718182,29736,1192,95,-29.0,22887.0,-180.0,1605.0,7
52416191,90314,1040,95,-29.0,25935.0,-176.941,2205.0,9
57295910,79849,831,69,-29.0,27045.0,-180.0,1875.0,8
80017339,46094,2355,50,-60.0,29445.0,-180.0,2400.0,8
60070719,84566,744,28,-29.0,26445.0,-93.75,2295.0,5
43010906,77335,759,16,-29.0,24236.3,-165.0,1995.0,10
39440708,15160,565,33,-29.0,17847.6,-165.0,975.0,4
36436231,62873,3738,62,-29.0,32075.0,-180.0,2310.0,9
67352436,38877,1532,107,-15.0,24778.9,-180.0,1845.0,7
53851865,41089,1270,27,-29.0,19125.0,-86.104,2400.0,5
11940,1982,25,3,555.0,26241.0,1.0,555.0,3
28268997,5264,635,8,1.0,16785.0,-150.0,1335.0,3
58693375,21965,1111,0,-645.0,35835.0,-180.0,2355.0,5
71263039,14861,956,21,-29.0,12825.0,-173.898,1515.0,3
51164415,18530,1255,15,-29.0,20565.0,-15.0,2400.0,4
82370280,96540,6920,59,-227.708,26139.4,-135.0,2395.23,8
24765748,9396,1500,32,1.0,24165.0,-176.0,1475.86,3
5470333,13924,16,4,405.0,21610.0,1.0,943.72,3
64753976,66001,1269,21,-29.0,18345.0,-78.7839,2305.71,5
78647377,39969,1328,19,-29.0,20668.3,-135.0,1485.0,6
5468,1649,293,29,315.0,26625.0,2.0,615.0,1
77246359,63816,2348,33,-29.0,27885.0,-165.0,2265.0,8
52817505,21604,1845,356,-29.0,24025.9,-180.0,885.0,6
21509521,15943,2239,38,1.0,33585.0,-180.0,1510.5,1
48617590,34645,1124,31,-29.0,20595.0,-165.0,2055.0,4
87932531,61155,5686,236,-29.0,39765.0,-180.0,2367.0,10
7994451,12518,279,22,315.0,22005.0,1.0,825.0,5
62592746,84422,7373,119,-29.0,34665.0,-180.0,2295.0,10
80262590,69061,3693,12,-29.0,17894.0,-150.0,2257.0,7
17264945,29678,1347,18,1.0,16605.0,-135.0,1695.0,2
37537903,48418,1126,85,-29.0,21952.9,-180.0,1695.0,6
27777508,18989,499,10,1.0,21195.0,-100.95,1005.0,5
31609467,17480,392,16,-29.0,16996.0,-180.0,2283.33,3
29071134,21937,1523,16,-29.0,27340.0,-124.5,1005.0,5
57953054,46438,1907,87,-29.0,27277.0,1.603,2261.31,5
29094196,12761,441,17,-29.0,21170.9,-180.0,2175.0,5
46041354,59402,1131,143,-29.0,27477.9,-180.0,2382.55,6
45460106,63768,3581,82,-29.0,25815.0,-180.0,2400.0,9
52527538,66598,1393,59,-29.0,38445.0,-178.227,2220.0,10
72383395,49193,9979,24,-29.0,25957.5,-165.0,2347.5,2
27850090,19367,333,43,45.0,19639.1,-180.0,885.0,6
78107566,70668,2688,108,-29.0,24005.0,-180.0,1725.02,6
47244406,17911,366,55,-29.0,25185.0,-165.0,2030.0,5
75243812,17634,714,10,-29.0,12015.0,-180.0,2253.0,3
13830405,6273,2031,15,1.0,23565.0,-156.138,1515.0,3
11451964,13418,259,44,301.0,23475.0,-75.0,1504.5,1
20049386,8291,1087,9,1.0,16005.0,-180.0,1125.0,3
60883539,50969,2651,72,-29.0,26175.0,-45.0,2346.58,7
76866307,71996,4724,118,-29.0,34035.0,-180.0,2385.0,10
11981907,13444,228,26,255.0,21849.8,-15.0,585.0,6
51962726,74016,5891,103,-29.0,43395.0,-180.0,2295.0,10
48762538,50616,677,56,-29.0,23178.6,-180.0,1755.0,6
37606234,66749,1598,106,-29.0,36665.0,-180.0,2400.0,8
37889982,117456,1952,111,-29.0,37698.0,-180.0,2400.0,10
3719168,8005,952,91,315.0,30195.0,2.0,1485.0,1
78654896,116800,4802,147,-29.0,37725.0,-180.0,2400.0,10
21923305,16452,1163,19,1.0,19665.0,-105.0,1275.12,2
43248476,161295,6356,120,-29.0,25815.0,-180.0,2948.68,7
884256,6835,18,9,315.0,21892.0,1.0,705.0,9
38373714,71956,633,29,-29.0,20346.7,-180.0,2385.0,4
1100161,7714,139,20,15.0,25545.0,1.0,645.0,8
3747620,8581,1189,3,585.0,24125.0,2.0,525.0,2
49710146,44614,298,6,-29.0,16965.0,15.0,2025.0,5
32940610,22964,598,138,-29.0,21841.0,-150.0,2295.0,8
62197539,43943,842,51,-29.0,25425.0,-165.0,1819.32,6
28163834,7176,728,42,1.0,18525.0,-180.0,1095.0,6
14885507,11384,47,14,1.0,24165.0,-61.8522,615.0,2
38329234,29585,492,67,-29.0,22875.0,-180.0,2392.5,8
46115105,45020,2283,15,-29.0,21132.1,-135.0,2385.0,4
4254263,20000,1201,136,259.0,38325.0,1.0,1395.0,9
69412150,61334,1881,51,-29.0,34275.0,-165.0,1740.0,6
13524580,7594,948,23,15.0,18476.0,-180.0,758.905,3
114082,444,0,52,315.0,6735.0,2.0,375.0,1
34133289,19255,649,37,-15.0,23715.0,-165.0,1350.0,7
58977211,18584,1660,0,-29.0,25245.0,-180.0,1605.0,2
145838,3934,126,111,405.0,25425.0,2.0,1185.0,1
2410286,6940,249,6,255.0,23131.0,0.8,407.0,2
7197005,7648,129,25,365.0,30771.0,1.0,1305.0,1
73740527,60510,2844,63,-29.0,29283.4,-180.0,2371.23,8
39655274,24352,376,8,-29.0,15114.0,-165.0,1176.52,3
44055813,56971,1505,84,-29.0,27228.1,-180.0,2385.0,9
61671641,42731,972,74,-29.0,32400.0,-133.707,1378.79,9
68259255,41892,3483,511,-29.0,29546.9,-180.0,2055.0,5
77127254,229532,3384,1,-29.0,51765.0,-180.0,2400.0,1
46917339,35857,2390,23,-15.0,34725.0,-165.0,2235.0,7
25855804,7732,680,26,1.0,14835.0,-22.45,1485.0,3
61348317,36323,2731,59,-29.0,28755.0,-165.0,1905.0,10
124880,2543,135,52,1.0,24375.0,2.0,1155.0,1
62928150,155657,9757,140,-29.0,35445.0,-180.0,2400.0,10
73000004,18342,706,13,-29.0,26775.0,-180.0,2325.0,5
44807198,41111,2954,22,-29.0,20091.0,-165.0,2400.0,5
25673838,13019,2173,0,1.0,29355.0,-135.0,1755.0,2
65817611,65408,2005,51,-29.0,26025.0,-180.0,2145.0,6
39484890,38730,3363,52,-29.0,30056.0,-180.0,2385.0,6
52488452,24762,1616,25,-29.0,22907.0,-180.0,1285.58,6
70111986,13417,500,9,-29.0,14638.0,-90.0,1275.0,5
91043356,23462,407,9,-320.369,19880.5,-180.0,2400.0,3
56309844,45047,997,20,-29.0,17517.2,-180.0,1815.0,5
88575621,93812,3184,149,-29.0,31875.0,-147.316,2400.0,10
54990114,36725,1182,61,-29.0,24375.0,-180.0,2400.0,8
67161679,54157,2516,38,-29.0,30135.0,-166.0,2400.0,9
52766969,24131,765,26,15.0,21795.0,-42.0,1675.0,6
91420965,70721,2976,50,-29.0,28940.0,-165.0,2400.0,9
25961287,27618,1188,88,1.0,42675.0,-165.0,885.0,1
80886969,40421,2375,0,-29.0,77257.5,-180.0,1526.16,1
19780972,13370,50,21,1.0,17609.2,-135.0,885.0,3
91245783,55250,1549,153,-29.0,23535.0,-135.0,1755.0,7
30668116,6125,78,7,-29.0,18915.0,-108.767,945.0,3
55899388,39550,3496,90,-29.0,27960.0,-166.0,2385.0,7
77771654,87626,2364,66,-29.0,39045.0,-180.0,2400.0,6
55477005,65958,897,43,-15.0,35085.0,-15.0,1826.0,7
12572262,26909,1480,0,15.0,14731.1,-173.0,1455.0,3
58311359,46621,3430,39,-29.0,26130.0,-168.0,2385.0,9
9009316,15352,253,35,1.0,18495.0,15.0,1192.5,1
36726074,30387,835,83,-360.0,22991.0,-180.0,1245.0,6
46500239,30973,1845,52,-29.0,27069.8,-165.519,1758.75,6
47063240,53039,1981,28,-29.0,25185.0,-180.0,2400.0,6
54611457,33233,704,62,-29.0,18165.0,-180.0,2055.0,2
24302376,18824,523,74,1.0,22128.1,-165.0,930.0,6
83520565,14181,677,1,-29.0,29475.0,-180.0,2356.15,2
35818755,36877,2211,24,-29.0,27045.0,-135.0,2055.0,6
7433575,13593,1473,7,315.0,22365.0,7.0,465.0,2
27924224,12536,321,148,1.0,14745.0,-65.6964,855.0,3
232139,1583,13,34,405.0,20175.0,2.0,1167.0,1
76560374,42523,1810,36,-295.04,29895.0,-333.688,2325.0,6
31409467,71648,2891,172,-29.0,27261.0,-165.0,2400.0,8
187254,4690,76,1,525.0,20850.0,1.0,465.0,9
82686152,62102,2871,61,-451.0,35925.0,-180.0,2400.0,7
14411928,29967,754,100,1.0,24075.0,-180.0,1732.0,1
37176400,15399,1294,29,-29.0,17517.5,-180.0,1845.0,5
47214600,61886,6204,128,-29.0,33912.0,-180.0,2400.0,10
40821087,53781,2198,37,-29.0,40935.0,-72.7322,1965.0,8
74612523,6101,459,4,-29.0,14600.0,-179.37,2340.0,2
56247762,64376,1058,30,-29.0,19495.0,-166.546,2090.0,5
59263847,44789,951,50,-29.0,25635.0,-175.217,1760.94,6
27911548,24143,2622,19,1.0,25458.2,-75.0,1665.0,3
62056335,28172,3635,8,-29.0,29805.0,-172.5,2385.0,2
23144971,12830,441,33,1.0,24735.0,-180.0,1133.78,4
57154297,18739,1320,15,-29.0,21084.1,-180.0,2235.0,9
62875785,189217,2782,247,-29.0,44385.0,-135.0,2385.0,10
48916085,21882,1014,34,-29.0,21404.0,-107.054,2344.0,5
37072071,41521,824,56,-29.0,27820.0,-180.0,1065.0,9
36612035,31041,855,32,15.0,23655.0,-180.0,914.0,9
67192024,64623,1121,116,-29.0,25911.0,-180.0,2370.0,8
67114232,52787,1393,87,-29.0,28575.0,-180.0,2295.0,8
58790883,76277,6703,61,-29.0,34875.0,-85.0993,2325.0,10
57963594,54209,7723,107,-29.0,26366.5,-180.0,2400.0,7
827829,4662,83,15,495.0,20595.0,1.0,705.0,8
35378937,73080,4325,73,-29.0,38601.0,-180.0,2400.0,10
94453329,65271,3823,40,-29.0,22515.0,-180.0,2410.43,10
52019783,38835,2547,20,-29.0,22215.0,-180.0,2355.0,5
36745142,29847,1270,73,-29.0,30045.0,-165.0,2385.0,10
34345300,22120,527,29,-405.0,19909.0,-180.0,885.0,4
92527233,39519,3277,15,-29.0,21135.0,-180.0,2400.0,5
64756570,95274,2394,33,-29.0,21706.1,-180.0,1561.85,5
11883471,22956,836,25,-4545.0,17895.0,-75.0,1262.26,3
75191065,38268,1975,61,-29.0,29655.0,-180.0,2325.0,6
137233,2603,26,3,315.0,26745.0,2.0,543.0,2
37193195,17892,669,78,-29.0,20393.0,-165.0,1245.0,9
30229126,9958,797,38,-29.0,22602.6,-180.0,1170.0,6
90251922,115519,8636,107,-29.0,55725.0,-180.0,2385.0,10
34848621,31605,588,43,-29.0,20865.0,-180.0,2385.0,6
71485,1984,41,2,315.0,24945.0,1.0,513.0,6
45808285,39936,770,49,-29.0,27105.0,45.0,2400.0,1
95049394,56981,4429,32,-29.0,24255.0,-321.067,2400.0,3
49633418,31535,2136,87,-29.0,26985.0,-180.0,2400.0,10
8354764,28566,377,20,96.0,19725.0,-11.0,1241.23,2
52048795,94575,10790,236,-325.0,62127.0,-573.9,2400.0,10
34887125,35421,2200,141,-29.0,19740.0,-180.0,1620.0,5
32614415,39921,2133,181,-29.0,30315.0,-180.0,2400.0,10
8663057,13680,228,29,135.0,21975.0,-45.0,585.0,2
69531518,71127,1258,20,-29.0,17445.0,-180.0,2177.5,2
70795769,51649,2276,48,-29.0,24236.2,-180.0,2400.0,9
38411820,83180,7335,203,-29.0,56775.0,-164.5,2397.6,9
57616550,62673,2231,134,-29.0,28256.5,-170.358,2145.0,8
68683520,120836,4040,70,-29.0,26535.0,-180.0,2385.34,8
71260164,22769,527,19,-29.0,24885.0,-82.5001,2085.0,8
12556250,12334,619,35,15.0,23403.3,-45.0,1635.0,5
