level_id,label,object_count__mean,object_count__std,object_count__min,object_count__max,object_count__p25,object_count__p50,object_count__p75,trigger_count__mean,trigger_count__std,trigger_count__min,trigger_count__max,trigger_count__p25,trigger_count__p50,trigger_count__p75,portal_count__mean,portal_count__std,portal_count__min,portal_count__max,portal_count__p25,portal_count__p50,portal_count__p75,unique_id_count__mean,unique_id_count__std,unique_id_count__min,unique_id_count__max,unique_id_count__p25,unique_id_count__p50,unique_id_count__p75,trigger_ratio__mean,trigger_ratio__std,trigger_ratio__min,trigger_ratio__max,trigger_ratio__p25,trigger_ratio__p50,trigger_ratio__p75,portal_ratio__mean,portal_ratio__std,portal_ratio__min,portal_ratio__max,portal_ratio__p25,portal_ratio__p50,portal_ratio__p75,flipx_rate__mean,flipx_rate__std,flipx_rate__min,flipx_rate__max,flipx_rate__p25,flipx_rate__p50,flipx_rate__p75,flipy_rate__mean,flipy_rate__std,flipy_rate__min,flipy_rate__max,flipy_rate__p25,flipy_rate__p50,flipy_rate__p75,mean_scale__mean,mean_scale__std,mean_scale__min,mean_scale__max,mean_scale__p25,mean_scale__p50,mean_scale__p75,mean_rotation__mean,mean_rotation__std,mean_rotation__min,mean_rotation__max,mean_rotation__p25,mean_rotation__p50,mean_rotation__p75,mean_opacity__mean,mean_opacity__std,mean_opacity__min,mean_opacity__max,mean_opacity__p25,mean_opacity__p50,mean_opacity__p75,mean_duration__mean,mean_duration__std,mean_duration__min,mean_duration__max,mean_duration__p25,mean_duration__p50,mean_duration__p75,spawn_rate__mean,spawn_rate__std,spawn_rate__min,spawn_rate__max,spawn_rate__p25,spawn_rate__p50,spawn_rate__p75,multi_trigger_rate__mean,multi_trigger_rate__std,multi_trigger_rate__min,multi_trigger_rate__max,multi_trigger_rate__p25,multi_trigger_rate__p50,multi_trigger_rate__p75,y_range__mean,y_range__std,y_range__min,y_range__max,y_range__p25,y_range__p50,y_range__p75,y_std__mean,y_std__std,y_std__min,y_std__max,y_std__p25,y_std__p50,y_std__p75,y_entropy__mean,y_entropy__std,y_entropy__min,y_entropy__max,y_entropy__p25,y_entropy__p50,y_entropy__p75,color_trigger_count__mean,color_trigger_count__std,color_trigger_count__min,color_trigger_count__max,color_trigger_count__p25,color_trigger_count__p50,color_trigger_count__p75,hsv_enabled_rate__mean,hsv_enabled_rate__std,hsv_enabled_rate__min,hsv_enabled_rate__max,hsv_enabled_rate__p25,hsv_enabled_rate__p50,hsv_enabled_rate__p75,blending_rate__mean,blending_rate__std,blending_rate__min,blending_rate__max,blending_rate__p25,blending_rate__p50,blending_rate__p75,avg_groups_per_obj__mean,avg_groups_per_obj__std,avg_groups_per_obj__min,avg_groups_per_obj__max,avg_groups_per_obj__p25,avg_groups_per_obj__p50,avg_groups_per_obj__p75,layer_span__mean,layer_span__std,layer_span__min,layer_span__max,layer_span__p25,layer_span__p50,layer_span__p75,global_chunks,global_objects,global_triggers,global_portals,global_x_range,global_trigger_density,global_portal_density,global_objects_per_chunk
43879123,1,1496.344827586207,632.4889136747947,393.0,2635.0,1146.0,1345.0,1969.0,63.62068965517241,26.40848060378025,22.0,126.0,39.0,68.0,79.0,2.413793103448276,3.9437181946195303,0.0,14.0,0.0,1.0,2.0,34.206896551724135,9.82389525365655,18.0,61.0,27.0,33.0,38.0,0.0519529918299356,0.0371527452847173,0.0178189593727726,0.1778846153846154,0.0259896041583366,0.0393107162089391,0.057992565055762,0.0020633892442175,0.003818188980815,0.0,0.0169491525423728,0.0,0.0004837929366231,0.0023990403838464,0.1249481811044017,0.1255784464133652,0.0,0.6047411707789067,0.02,0.1207008436080467,0.170137125444388,0.1906629656208565,0.11288841937046,0.0178438661710037,0.4580326623623243,0.1222222222222222,0.1614754098360655,0.2335437330928764,1.5362192571770976,0.2635408830267061,0.7441721854304635,1.938205128205128,1.3510010764262648,1.5327687916270218,1.7762453066332915,57.66244311385032,43.26873653213982,0.0,136.5,40.0,55.90588235294118,80.0,0.4152868769847119,0.1809767755639122,0.0,0.7977777777777778,0.3369230769230769,0.4575,0.512,2.80874077002881,4.356852856534405,0.447826,21.71900637704918,0.9137931724137932,1.1090932702702705,2.5843214827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.6272965517242,258.1447058247844,1320.5,2140.833,1396.443,1530.0,1852.973,255.6112874280637,69.02712371412217,166.9120292591566,484.3881142394378,212.97819942615664,234.63383148267863,283.1494617643891,2.3555170171393147,0.3783281628262819,1.0455723165875124,2.9239458787788557,2.2710532275712705,2.441794500739315,2.556241362851326,8.310344827586206,6.978308501081502,0.0,24.0,2.0,8.0,13.0,0.5029847856894536,0.1463989473821274,0.2290351668169522,0.7480916030534351,0.3977695167286245,0.5137385512073273,0.6118307426597582,0.0016486019694398,0.0039902173804334,0.0,0.016826923076923,0.0,0.0,0.0004317789291882,2.376629896780625,0.8208633425416846,1.4830729166666667,4.247023809523809,1.8413685847589425,2.006993006993007,2.587015329125338,6.827586206896552,2.9950414828425465,4.0,14.0,4.0,6.0,9.0,29,43394.0,1845.0,70.0,22000.0,0.0425173987187168,0.0016131262386505,1496.344827586207
7112711,0,629.7692307692307,491.0290064824079,66.0,1706.0,221.0,499.5,778.0,29.615384615384617,7.691538423073077,14.0,37.0,25.0,34.0,34.0,0.3846153846153846,0.6249260311258431,0.0,2.0,0.0,0.0,1.0,11.576923076923077,3.5967194125403195,7.0,21.0,9.0,10.5,14.75,0.0908915811468867,0.0665370211231115,0.0186915887850467,0.2121212121212121,0.0229150521347048,0.0748702096824494,0.1538461538461538,0.0010181123222738,0.0016509930682619,0.0,0.0047393364928909,0.0,0.0,0.00176449074155,0.0223413938845355,0.035979177933655,0.0,0.1063829787234042,0.0,0.0,0.0288092652120978,0.2364669160720421,0.0997498263124198,0.0638297872340425,0.3388042203985932,0.1430522346574507,0.2792713779726766,0.3146825396825397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267265864338764,0.0865926668473104,0.0,0.2989267352941176,0.0683478139705882,0.1184919980922098,0.1891886433823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.3653846153846,160.09597828588204,344.0,704.0,398.0,697.75,698.0,150.85898848400612,63.14699657616471,81.44330307722663,222.4921499290376,88.47061383591216,140.30998343305507,216.77445702338872,2.673018265222199,0.3866976124404098,2.1530669265877345,3.1893709624916275,2.315567697600364,2.5415578337303266,3.049429234969281,29.615384615384617,7.691538423073077,14.0,37.0,25.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,16374.0,770.0,10.0,19750.0,0.0470257725662635,0.0006107243190423,629.7692307692307
65906280,1,2471.5,1324.462610465746,521.0,5649.0,1522.0,2205.5,3479.75,82.69565217391305,62.12710308406587,16.0,267.0,36.0,63.5,128.25,4.804347826086956,5.232089802851626,0.0,22.0,1.0,2.5,6.75,58.97826086956522,27.86184014213455,18.0,120.0,38.25,53.5,73.0,0.0424057192698891,0.0431213947304811,0.0071627536808595,0.2202380952380952,0.0175004846514753,0.0287556461528505,0.0449843804042095,0.0025120840079049,0.0036232690063318,0.0,0.0192475940507436,0.0003178456329986,0.0015284357906214,0.0027609710296102,0.2029149277681612,0.1283293757049756,0.0074349442379182,0.5500544069640914,0.0919191057527044,0.2021430192676283,0.3018042385408499,0.2539862306525233,0.1222997481350459,0.0151558478696025,0.5876528829353523,0.1603646262466259,0.245084453078625,0.3455032863531644,1.7997796805761588,0.8340386771983519,0.4049740725967291,4.14396103896104,1.1856045344881718,1.7849496580547113,2.2267108008744043,-0.8981789913695285,41.779649441734264,-150.0,50.0,-5.0,0.0,19.51923076923077,0.4425461366996637,0.1905650408692468,0.0,0.8,0.3425925925925925,0.4830284623394655,0.5419591346153846,33.695374748467245,112.04618728955327,-0.1848938198799999,672.3147055333334,0.5419867755159475,1.2242893168297453,1.9485478161157024,9.367158329361896e-05,0.0004746806374268,0.0,0.003183446080382,0.0,0.0,0.0,0.0001042143685591,0.0005897456517385,0.0,0.0039793076004775,0.0,0.0,0.0,1599.1358739130433,440.78341350134735,780.0,2430.818,1210.5,1622.1165,1951.905,229.6022258939391,97.07269159038285,85.13194608049982,516.062655302955,141.3765293575241,218.3477749215171,286.8599752342851,2.3090685054385394,0.3468571804860902,1.6739995305640183,3.0809440563144985,2.064936041285508,2.3558652500600052,2.5211955155483583,13.0,16.426383867319117,0.0,97.0,3.0,8.0,17.5,0.3656267038774717,0.2601759552256663,0.0,0.7955499580184718,0.1480274167194019,0.2763381058971571,0.6233072768077903,0.0016063932459989,0.0042184139325276,0.0,0.0277777777777777,0.0,0.0,0.0013425725371609,1.6880569705987565,0.4324832571404823,1.0,2.767878545745106,1.2934923269351035,1.754548678523986,2.0018439120078466,39.608695652173914,12.544665003012522,8.0,60.0,34.0,43.0,48.0,46,113689.0,3804.0,221.0,34750.0,0.0334597014662808,0.0019438995857118,2471.5
317011,0,207.52941176470588,86.72852685386864,24.0,378.0,149.25,194.0,272.25,0.9117647058823528,1.7551210291571402,0.0,7.0,0.0,0.0,0.75,1.088235294117647,1.2454067858670663,0.0,4.0,0.0,1.0,2.0,18.705882352941178,7.520675078290378,5.0,36.0,12.25,18.5,24.0,0.0053303571759236,0.0100666323892988,0.0,0.0380434782608695,0.0,0.0,0.0048701298701298,0.0059390115279835,0.0069967150261971,0.0,0.0246913580246913,0.0,0.0043524184149184,0.0097403316140172,0.0325509564103255,0.061634887646211,0.0,0.2195767195767195,0.0,0.0,0.0201430722891566,0.2003706464661727,0.0858171284070691,0.06,0.4195804195804196,0.1382322713257965,0.1944927536231884,0.2310874704491725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.4411764705882353,0.0,1.0,0.0,0.0,0.75,0.0073529411764705,0.0422394312245443,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.2058823529411,193.90822259235767,193.0,853.0,304.0,395.5,667.5,140.18607041454428,53.47438558762113,58.634181176307614,266.726241637075,97.64463433399814,127.2322193304376,172.87898627827943,2.776371566300498,0.3387075487128588,2.1970899314226897,3.21332217265219,2.4596348110341806,2.893718319543297,3.0328543172154077,0.8823529411764706,1.7280506848903978,0.0,7.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001295672454003,0.0007443071581417,0.0,0.0044052863436123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,7056.0,31.0,37.0,25750.0,0.0043934240362811,0.0052437641723356,207.52941176470588
27937858,1,677.9142857142857,229.3164216197562,2.0,1220.0,507.5,723.0,825.5,21.65714285714286,12.88175422202794,0.0,47.0,11.5,23.0,32.0,1.3714285714285714,1.2440880604044138,0.0,5.0,0.5,1.0,2.0,53.02857142857143,18.62024353728369,1.0,88.0,40.5,52.0,65.0,0.0337791271605216,0.0232329155143506,0.0,0.1053811659192825,0.0174321174321174,0.0321931589537223,0.0443885946981922,0.0020245712907972,0.0016948460459982,0.0,0.0061274509803921,0.0004812319538017,0.0020120724346076,0.0030246166487158,0.1216850064317672,0.1116222224666695,0.0,0.4522821576763485,0.033378356904497,0.0912124582869855,0.1387754751201231,0.1952729509002535,0.1083912379955887,0.0,0.4065573770491803,0.1093243243243243,0.1941391941391941,0.2865208818784728,1.1187019139574288,0.3826051187663686,0.0,1.7048936170212767,0.915422276621787,1.162323943661972,1.3864310383244207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3929372282246232,0.3556225131564826,0.0,1.0,0.0,0.4258823529411765,0.6991666666666666,1.1961161968149674,0.9139915879356094,0.0,4.7725,0.7259587813620072,0.9609375,1.2777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970.8077285714286,329.0747608345761,16.212999999999965,1404.75,810.829,1082.7,1189.5,166.62744033551292,66.05540140735663,8.106499999999983,354.7261865809454,128.6840919772606,152.71158160414515,185.93507967984192,2.4089960914473147,0.3878476653334558,1.0,2.9553748060493437,2.270105964134528,2.5372514921012463,2.669019633152823,10.028571428571428,6.971311474426414,0.0,37.0,5.5,8.0,12.0,0.0566175607094302,0.1441288761202297,0.0,0.7081967213114754,0.0,0.0,0.0093849109809673,0.0017885696598385,0.0023063715262407,0.0,0.0061224489795918,0.0,0.0,0.0043868638597929,1.1330354245280505,0.4349574978216644,0.0,2.936831875607386,1.0,1.0,1.0796536224219988,3.628571428571429,1.6917567249242813,0.0,6.0,3.0,4.0,5.0,35,23727.0,758.0,48.0,26500.0,0.0319467273570194,0.0020230117587558,677.9142857142857
75781732,2,772.4193548387096,527.4201223236006,259.0,2247.0,387.5,473.0,1171.0,78.19354838709677,33.18415804979034,40.0,152.0,47.0,66.0,104.0,0.4516129032258064,1.0727928482784446,0.0,4.0,0.0,0.0,0.0,14.870967741935484,5.0080060772653985,8.0,25.0,9.5,15.0,18.5,0.1276016319484461,0.0752596460543107,0.0445037828215398,0.4429530201342282,0.0891098814918089,0.1,0.140514643191714,0.000932733241174,0.002495259490792,0.0,0.0116618075801749,0.0,0.0,0.0,0.0729555093376809,0.0760795671658449,0.0,0.2258566978193146,0.0,0.0513245033112582,0.1374034070951879,0.0453545300242035,0.0632852913262638,0.0,0.2336448598130841,0.0,0.0097276264591439,0.0840175413610577,1.424120162171575,0.6215587109094276,0.6083333333333334,2.456140350877193,0.75,1.5576923076923077,1.927437020810515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6267059553349876,0.4729931756803253,0.0,1.0,0.0,1.0,1.0,81.5710210529604,254.75328955808203,0.5813953488372093,1328.294690265487,0.8604086845466156,0.9950980392156864,2.6440217391304346,0.0022879955733602,0.0084585397392251,0.0,0.0424710424710424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.8870967741937,416.7410178546611,659.5,1815.0,885.0,1560.0,1680.0,289.3009069227755,105.94933466972468,154.67358503738603,437.8905494009396,172.8165000798615,299.3576177411953,387.5834758298017,2.8129579230555053,0.3372758868045981,2.093716002583982,3.1683461617764843,2.6285166411151244,2.909651803015233,3.093451061691379,8.903225806451612,1.956871082335884,4.0,13.0,8.0,9.0,10.0,0.8570221418662036,0.0749418132134736,0.5469798657718121,0.9247311827956988,0.8341839918814342,0.8807106598984772,0.9022378165682304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8124495607743336,0.6653968152531533,1.7606837606837606,5.364620938628159,3.597140039447732,3.735576923076923,4.185483500497664,17.64516129032258,6.306925978364268,8.0,29.0,12.0,18.0,21.5,31,23945.0,2424.0,14.0,23500.0,0.1012319899770307,0.0005846732094382,772.4193548387096
44184726,2,1468.820512820513,553.6637817023684,622.0,3139.0,1106.5,1271.0,1754.5,44.12820512820513,41.04480321718463,5.0,194.0,16.5,40.0,51.0,1.4615384615384617,1.482308557209706,0.0,5.0,0.0,1.0,2.5,68.25641025641026,20.818775979091257,23.0,119.0,57.0,65.0,80.5,0.0306952130004587,0.0273202686514675,0.0036745406824146,0.1461944235116805,0.011881054810079,0.0213447171824973,0.0407762267574687,0.0010181181395689,0.0010338021895779,0.0,0.0034722222222222,0.0,0.0008976660682226,0.0019019815994338,0.1123060030588059,0.0524818452156378,0.0301027900146842,0.2452944748026715,0.0710916086864853,0.1119617224880382,0.1347531847133758,0.1362150997197256,0.0452966751801089,0.0471464019851116,0.2688492063492063,0.101934007149654,0.1394759087066779,0.1586635620771461,1.4690117522216053,0.6889136227702684,0.6915652173913044,3.7547863247863247,0.9124097016227536,1.1775527426160337,1.9659938223938225,13.333333333333334,39.44053188733078,0.0,130.0,0.0,0.0,0.0,0.568108226056944,0.3370685154360244,0.0,1.0,0.412987012987013,0.5925925925925926,0.8380952380952381,2.329313953413259,3.0026469154977495,0.0,10.25,0.4036212954545454,1.0555555555555556,2.8669361045296164,4.122351389232418e-05,0.0002541188062894,0.0,0.0016077170418006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.4812482666666,355.9560563359785,690.0,2100.0,870.0,1050.0,1409.043,180.98515582135056,95.34487887261412,103.82027428679312,495.6988328064965,125.50344397321317,155.86972385495724,187.79298180376668,2.2637702109549833,0.2547120166341675,1.7861834057298496,2.9115756753330437,2.082627304941612,2.261481162062222,2.424193898166875,6.205128205128205,8.446451195861862,0.0,31.0,1.0,3.0,7.0,0.0755633038733668,0.1196214842255461,0.0,0.5008305647840532,0.0018319092314363,0.0205580029368575,0.0750861374750211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2771423372193904,0.3013990279082134,1.0,1.980716253443526,1.0392566248780122,1.163716814159292,1.4256781193490051,13.333333333333334,2.9814239699997196,8.0,19.0,10.5,14.0,15.0,39,57284.0,1721.0,57.0,29500.0,0.0300432930661266,0.0009950422456532,1468.820512820513
57102172,2,837.3333333333334,260.5049228226116,166.0,1445.0,644.0,817.0,994.5,85.81481481481481,34.81276589715547,26.0,161.0,61.5,83.0,107.0,1.4074074074074074,2.5857051371417867,0.0,10.0,0.0,0.0,1.0,72.37037037037037,18.979810224528645,29.0,116.0,59.5,69.0,84.0,0.1050983317557249,0.0315773514636598,0.0485115766262403,0.168552036199095,0.07603065309571,0.1061946902654867,0.1301689763640046,0.0017423088953776,0.0029990362665646,0.0,0.0109529025191675,0.0,0.0,0.0016925125455171,0.1566482991719857,0.0558939229390866,0.0742397137745975,0.2840336134453781,0.1155564640948515,0.1442006269592476,0.1941337668726747,0.1261870158171381,0.0862234555993104,0.0,0.3020477815699658,0.066270531048983,0.1164921465968586,0.1692655253196389,0.984132993494562,0.2025322825764245,0.5774193548387097,1.3078431372549022,0.8832099277625928,0.9863492063492064,1.151139925904816,-1.455789624659958,44.63095374838481,-99.0,140.0,-8.623188405797102,0.0,11.153846153846152,0.3728412167322539,0.1495417591772252,0.0666666666666666,0.6363636363636364,0.2867167919799498,0.363265306122449,0.4933333333333333,0.5346770486483409,0.1727846574413429,0.2179650853333333,0.8668888799999999,0.4225872561290322,0.5573148214285715,0.664518168805704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307.1563703703705,454.27161953266,780.0,2445.0,967.5,1215.0,1402.5,209.34266800825063,79.58325496719812,121.4434899995443,498.2872420652902,153.0464710807018,198.97732433003557,238.3137853719544,2.383831028084588,0.2708238914256662,1.7616940886662562,2.8762298082290747,2.159258966704074,2.431545786619623,2.5858645297744984,15.851851851851851,6.03510534876109,1.0,30.0,12.0,16.0,19.0,0.4034716379843696,0.0947453782411756,0.2508532423208191,0.6385542168674698,0.3664012170927977,0.4018595041322314,0.4208728267786994,0.0007111784063285,0.0015516904042699,0.0,0.007918552036199,0.0,0.0,0.0010003245365459,1.1903140604189986,0.1481041374030115,1.0,1.5072886297376094,1.051620738039445,1.15748031496063,1.3187131175523872,12.444444444444445,3.3591592128513277,6.0,17.0,11.0,11.0,15.0,27,22608.0,2317.0,38.0,20500.0,0.1024858457183297,0.0016808209483368,837.3333333333334
1794210,0,301.12,107.88005190951662,149.0,616.0,202.0,284.0,385.0,12.08,12.019717134774844,0.0,45.0,4.0,9.0,13.0,19.12,17.440917407063196,0.0,62.0,5.0,15.0,24.0,28.96,11.01446321887726,8.0,60.0,24.0,30.0,34.0,0.043991065075462,0.0433913191793985,0.0,0.1810699588477366,0.0162337662337662,0.0335917312661498,0.0520231213872832,0.0626846983130087,0.0484417100764554,0.0,0.1794871794871795,0.020671834625323,0.0544554455445544,0.0893719806763285,0.1293524463858626,0.087172731292545,0.0,0.3422818791946309,0.0689655172413793,0.1089108910891089,0.2093023255813953,0.2441572609845392,0.1225812260897005,0.0862068965517241,0.4939759036144578,0.1497584541062802,0.1896103896103896,0.3517786561264822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4385650793650794,0.4185043658287056,0.0,1.3,0.0666666666666666,0.27,0.8142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.14,321.2032540308395,222.0,1304.5,462.0,518.0,900.0,149.31776094152264,78.29825042238991,42.75887701029937,335.09844035907656,105.06491761776638,125.55395849370512,153.11239940691533,2.8306457978993493,0.4317035646271043,1.0380527789769225,3.2506845770698067,2.701875621651951,2.971643114169727,3.0834702014353597,9.2,7.172168430816443,0.0,30.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0344893150249923,0.0288392682207175,0.0,0.1234567901234567,0.0162337662337662,0.0250783699059561,0.0441176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,7528.0,302.0,478.0,19000.0,0.0401168969181721,0.0634962805526036,301.12
57217424,1,1755.0731707317073,1701.4872746704737,101.0,7524.0,762.0,941.0,2039.0,27.609756097560975,49.597343579917805,4.0,301.0,7.0,13.0,25.0,1.5121951219512195,1.7685870234422731,0.0,6.0,0.0,1.0,2.0,21.17073170731707,6.514158834282669,8.0,38.0,17.0,22.0,25.0,0.0289142152623275,0.0489065205393925,0.000916730328495,0.2487603305785124,0.0069508804448563,0.0115243583027763,0.0216138328530259,0.0013707061785987,0.0019217888461485,0.0,0.00836820083682,0.0,0.0006779661016949,0.0023501762632197,0.2116626499901401,0.1230828895852693,0.019115890083632,0.4681020733652312,0.1386138613861386,0.1786743515850144,0.2853566958698373,0.1128321846089832,0.1174552462998842,0.0,0.4634502923976608,0.015126050420168,0.0847457627118644,0.1753528773072747,0.972368320301283,0.7462044978007832,0.0,5.0,0.6174242424242424,0.8101015228426397,1.1104691272852707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2845934959349593,0.4326017558897438,0.0,1.0,0.0,0.0,0.6666666666666666,2.418639462512995,3.068113131528513,0.0,14.03111111111111,0.4545454545454545,1.8,2.608,0.0002015722636565,0.0012748549325411,0.0,0.0082644628099173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.255943902439,245.99374679594467,458.014,1335.0,556.5,733.5937,829.9340000000001,150.97187720358468,69.37107921136948,64.31463244513604,404.07925813452096,115.75624970319672,128.59974717582415,153.85585582622474,2.62323376437619,0.3584505724358406,1.846220458555417,3.2164148727235355,2.46247034978747,2.660271531365189,2.854481521533056,1.0,1.3792893185949944,0.0,6.0,0.0,1.0,1.0,0.5712343284391496,0.2180624862299695,0.058542413381123,0.9528548978522788,0.3959322033898305,0.5049875311720698,0.7525539160045402,4.60767204171282e-05,0.0002051351448383,0.0,0.0010626992561105,0.0,0.0,0.0,1.5541774128838697,0.6196576949207968,1.0,3.70188679245283,1.1164807930607188,1.3819628647214854,1.8333333333333333,4.341463414634147,2.4753394061200535,1.0,11.0,2.0,4.0,7.0,41,71958.0,1132.0,62.0,31000.0,0.0157313988715639,0.0008616137191139,1755.0731707317073
